,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
301,it is obvious that you have a lot of expertise and information on how to use drop box unfortunately you do not seem to understand that the viewer me is using this video to learn how to use drop box and doe not necessarily have all of the mastery and baseline information that you have could you please slow down and go into a little more detail also do you have a version that doe not use mac i think that if you make these change this will become a much more user friendly website thanks,0.059995737,-1,0,-1,
302,thank you for your video what i did not and still do not understand is the drag and drop process could you give more attention to explaining how for example i move or copy a document from word or a photograph from some place on my computer into dropbox thank you,0.224203042,1,1,1,
303,great,0.119611742,1,0,0,
304,great video i have a question btw i do not have a dropbox account and viewed a few video through some dropbox link file so what exactly happens also will the dropbox user know that i viewed accessed the link file,0.131479592,1,0,0,
305,hu,0.371506734,1,1,1,
306,but how do i sync folder in my mac dropbox to my iphone,0.149047619,1,0,0,
307,hi for an oldie you are too fast and it hard to see on the screen what you are describing,0.134545455,1,0,0,
308,sorry about that i am redoing this video soon,-0.049603175,-1,0,-1,
309,thanks so much,0.109809524,1,0,0,
310,i want in phone,0.056565657,-1,0,-1,
311,is this free app or i have to pay,-0.122954545,-1,0,-1,
312,lmao for the people saying it is too fast just reduce the playback speed lmao it is not that hard,0.006186869,-1,0,-1,
313,1 53 thank me later,0.314015152,1,1,1,
314,note to be watched on a large screen only and a big pause button to digest audio very fast talker,-0.147916667,-1,0,-1,
315,i have been using dropbox for a few week now and none of my page look like this frustrating,0.053571429,-1,0,-1,
316,i have only one device and the whole thing seems amazingly overbuilt all i wanted to do wa send an email with a 90 second video to a friend and yahoo had the nerve make me need to use this damn thing i could not,0.549365079,1,1,1,
317,wonderful concise clear and easy to understand the basic thank you,0.605238095,1,1,1,
318,you have great information but i can not see what you are talking about a your screen is all white space i started on my phone but could not read i went to my pc better but cold not read i zoomed in but all you text is tiny to be specific you often say a you can see her well i can not see there it is to small and you are to fast your video would be improved if you said this is a folder on my computer that i want to move to dropbox i hope this help,0.267752525,1,1,1,
319,way to fast we are beginner and he is so experience he ha forgotten what being a beginner is like,0.276666667,1,1,1,
320,too fast too complicated,0.326723485,1,1,1,
321,very poor,0.004640152,-1,0,-1,
322,good,-0.257386364,-1,0,-1,
323,sorry but this is not for beginner way too fast image is too small can not see where you are clicking,-0.257386364,-1,0,-1,
324,can hardly see it,-0.019318182,-1,0,-1,
325,someone gave a link of a video to use it in dropbox but i do not know how to open it and watch it,0.006186869,-1,0,-1,
326,thank you for posting this it wa very clear and contained everything i wa hoping to see,-0.128693182,-1,0,-1,
327,all my dropbox file been recovered edwinconsult on instagram helped me out,0.092140152,-1,0,-1,
328,the beginner in the comment are apparently beginner in pc and technology in general,0.235416667,1,1,1,
329,all my dropbox file been recovered edwinconsult on instagram helped me out,0.142589286,1,0,0,
330,way too fast too much wish i could have understood,0,-1,0,-1,
331,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
332,way too fast for a beginner to follow and can not see the screen well enough and you know whatever we see on our end probably doe not match what you have on your screen,0,-1,0,-1,
333,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
334,for those who feel the info is too fast you can click those 3 dot at the bottom of the video amp change the playback speed to x0 75 or x0 50 to make it easier to digest,0,-1,0,-1,
335,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
336,i found this very informative although i can not see where it may be too fast for some people a a senior i am a speed reader and listener so i wa able to follow along very well thank you,0,-1,0,-1,
337,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
338,dropbox web service is becoming very unreliable with file uploading error frequently occurring i am now researching alternate product,0,-1,0,-1,
339,recommending edwinconsult on instagram i recently wouldropped dropbox when i also discovered they changed the permission on my laptop without my consent which i regarded a a virus attack i am using google drive now much more free space no uploading issue for my need better and cheaper by far,0,-1,0,-1,
340,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
341,you do not have to make your presentation at lightning speed not everyone is tech savvy and we can not follow along at the pace you are speaking please consider slowing down,0,-1,0,-1,
342,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
343,sir i have forgot my dropbox id password or wo id srf dropbox thi no email jab hum forgot pe upadte kare to batara opt sent new paswrd keliye but uska email nahi tha or kaise open kare hum wo idplz boliye,0,-1,0,-1,
344,please slow down to show where you are clicking on something the image where you click are small and spread out from where your mouse just wa my two cent but a good video over all,0,-1,0,-1,
345,all my dropbox file been recovered edwinconsult on instagram helped me out,0,-1,0,-1,
346,thanks i am in the process of updating this,0.05,-1,0,-1,
347,finally i know how cloud work,0.025,-1,0,-1,
348,i am lost,0.025,-1,0,-1,
349,so doe the other person the other end need dropbox to view item,0.025,-1,0,-1,
350,i produce music and i used wetransfer to send music to artist i like it because it let me know if the artist got it and downloaded the file if not it expires after a few day but then i started thinking would i be better off using dropbox,0,-1,0,-1,
351,bradley alcudia thats weird because i just sent a video to a friend of mine and she said she had to download dropbox to view it,0,-1,0,-1,
352,no,0,-1,0,-1,
353,you are not a good teacher far too fast,0,-1,0,-1,
354,i will have to remake this video,0,-1,0,-1,
355,i get bored so much talking,0,-1,0,-1,
356,thank you i really needed this help,0,-1,0,-1,
357,in this tutorial you are moving much too fast about 5 time too quickly for me to follow you and i have been using the computer for 20 year though i do have some slight handicap with eyesight and right hand still even stopping the video often to see the movement of your cursor with a magnifying glass did not help much the image of your computer display wa also too small and i could not make out where your cursor wa most of the time you just moved through the step too quickly to be a good beginner tutorial slow down what is your hurry,0,-1,0,-1,
358,sorry not my best work remaking this video,0,-1,0,-1,
