,sequence,labels,scores,classified,Components List,label confidence score
83,the ultra is my favourite apple watch to date i love it style overall design and sturdiness coming from a series 2 it wa a huge leap for me a you can imagine it doe not look too big on my wrist 17 5 cm and so far i find it pretty comfortable to wear for extended period of time oh and i love the flat display everything is much more readable,"['Design Specifications', 'Software', 'Advertising']","[0.5457759499549866, 0.2530185580253601, 0.20120546221733093]",Design Specifications,['display'],0.5457759499549866
84,gregsgadgets i guess that our opinion is different i want that big display but it is just not my style,"['Design Specifications', 'Advertising', 'Software']","[0.5792834162712097, 0.2693046033382416, 0.1514119952917099]",Design Specifications,['display'],0.5792834162712097
85,how do i keep the actual clock to stay on display,"['Design Specifications', 'Advertising', 'Software']","[0.6915748715400696, 0.17415598034858704, 0.134269118309021]",Design Specifications,['display'],0.6915748715400696
86,i do not understand having always on display on a watch i do not need the screen on when i am not looking at it just drain battery more i would think,"['Design Specifications', 'Software', 'Advertising']","[0.5164270997047424, 0.31263408064842224, 0.17093881964683533]",Design Specifications,"['display', 'battery']",0.5164270997047424
87,would not you turn your wrist to see the face anyway i am not sure the point of an always on display i would assume that would wear the battery out faster,"['Design Specifications', 'Software', 'Advertising']","[0.5195068717002869, 0.29039835929870605, 0.19009478390216827]",Design Specifications,"['display', 'battery']",0.5195068717002869
88,a an aircraft maintenance engineer working in harsh environment and often in bright sunlight that watch look very tempting rugged design larger button and digital crown look louder speaker are also crucial while communicating with teammate airplane happen to be quite loud,"['Design Specifications', 'Software', 'Advertising']","[0.7790058851242065, 0.12127933651208878, 0.09971477091312408]",Design Specifications,"['digital crown', 'speaker']",0.7790058851242065
89,is marque left handed also is the way you interact with the digital crown not awkward flip the watch so the crown is on the other side and action button easier to press with your thumb,"['Design Specifications', 'Software', 'Advertising']","[0.5790291428565979, 0.21218989789485931, 0.20878097414970398]",Design Specifications,['digital crown'],0.5790291428565979
90,take a shot every time he say apple watch need only digital crown,"['Design Specifications', 'Advertising', 'Software']","[0.4271323084831238, 0.3170095980167389, 0.25585806369781494]",Design Specifications,['digital crown'],0.4271323084831238
91,i can not add favorite to my series 3 even on the app on my phone it doe not have a friend or favorite button when i click the side button it take me to previous opened apps also the ping option is replaced by airdrop is something wrong with my watch,"['Design Specifications', 'Software', 'Advertising']","[0.4229210317134857, 0.3462603688240051, 0.23081861436367035]",Design Specifications,['side button'],0.4229210317134857
92,help i wa watching video and hit the side button to get to my favorite in my phone but instead a small red icon popped up at the center top of my watch i hv the new series 3 the icon look like a battery icon with a line through it how can i get it switched off,"['Design Specifications', 'Software', 'Advertising']","[0.6069515943527222, 0.3095119893550873, 0.08353652060031891]",Design Specifications,"['side button', 'battery']",0.6069515943527222
93,regardless of the heart rate sensor on the watch i have yet to have an apple watch that get it consistently maybe being darker skinned or something so i pair mine with a stand alone heart rate monitor polar h10 and now i can see my heart rate during a workout a it spike up and come down between set or sprint this is much preferred over seeing it stuck at trying to read and the last it got wa during warmup at like 80 90bpm,"['Design Specifications', 'Software', 'Advertising']","[0.4401659667491913, 0.36075282096862793, 0.19908122718334198]",Design Specifications,['heart rate sensor'],0.4401659667491913
94,11 00 honestly not utilizing the built in accelerometer to recuperate power to the battery like an automatic mechanical wristwatch wa a real waste maybe it is technically not doable or maybe i am just an engineering idiot i do not know enlighten me,"['Design Specifications', 'Advertising', 'Software']","[0.5744190812110901, 0.24288210272789001, 0.1826988309621811]",Design Specifications,"['accelerometer', 'battery']",0.5744190812110901
