,sequence,labels,scores,classified,Components List,label confidence score
396,please come back in a month a let u now how the battery is holding i love my apple watch but it seems that everytime i get a new one the battery is good for only like a month and then i have to charge it every night,"['Advertising', 'Software', 'Design Specifications']","[0.3885212242603302, 0.35693758726119995, 0.2545411288738251]",Advertising,['battery'],0.3885212242603302
397,i get 10 12 day of battery with my garmin fenix how are wearable user still putting up with daily charging,"['Design Specifications', 'Software', 'Advertising']","[0.5839973092079163, 0.21428248286247253, 0.2017202079296112]",Design Specifications,['battery'],0.5839973092079163
398,the day my smartwatch only ha 3 day of battery life remaining is the day i throw it out,"['Design Specifications', 'Advertising', 'Software']","[0.4545038044452667, 0.290478378534317, 0.25501778721809387]",Design Specifications,['battery'],0.4545038044452667
399,a a motorcycle rider the apple watch is such a pain in the a the battery life is so bad and you always have to take the charging cable with you i wish there would be an apple watch that last 5 day which is great for a nice motorcycle trip or work week i wa really looking forward for the ultra but now i will look for an alternative,"['Design Specifications', 'Advertising', 'Software']","[0.5311793684959412, 0.2580477297306061, 0.21077293157577515]",Design Specifications,['battery'],0.5311793684959412
400,thanks for good review like you said 2 3 day of battery life is nothing for a outdoor action watch i just do not know why apple do not make solar apple watch so you can be in the jungle camping for week without electricity can wait for that day,"['Advertising', 'Design Specifications', 'Software']","[0.5040290951728821, 0.3290836811065674, 0.16688723862171173]",Advertising,['battery'],0.5040290951728821
401,disappointing for price no built in navigation map like the garmin watch which do not require a cell signal or data to update and have 16 day battery life so ultra not a useful for serious hiker or pro outdoor type,"['Design Specifications', 'Advertising', 'Software']","[0.5055489540100098, 0.3511902391910553, 0.14326080679893494]",Design Specifications,['battery'],0.5055489540100098
402,bought the apple watch 6 in 2021 battery is still good i like the watch but i would not buy another one,"['Design Specifications', 'Software', 'Advertising']","[0.3982352018356323, 0.3405666947364807, 0.26119810342788696]",Design Specifications,['battery'],0.3982352018356323
403,it is a great watch with good battery life that doe not feel heavy or too big on my wrist i never got a smartwatch and waited year for apple to come out with a watch like this because others apple built look like toy this look more like a real watch and the new function make it pay for itself a a dive computer is pretty expensive too i wa not sure in the beginning and my girlfriend hated the idea of a smartwatch but already after a few day we both think that it is a pretty cool device,"['Software', 'Design Specifications', 'Advertising']","[0.37131205201148987, 0.36795735359191895, 0.2607305943965912]",Software,['battery'],0.37131205201148987
404,insert garmin fenix meme adventurer biker mountaineer military garmin ha gps map 2 week battery life up to infinite if you get solar if you ask any military person garmin fenix is the only watch they recommend if it lasted 1 week and did not have an orange button then maybe otherwise for that price point you will get more from the last gen fenix than an apple watch,"['Advertising', 'Design Specifications', 'Software']","[0.462507963180542, 0.3995717167854309, 0.1379203498363495]",Advertising,['battery'],0.462507963180542
405,for that price i will ride with garmin forerunner 945 battery last me minimum two week putting in work with it apple been playing catch up if you ask me maybe for a inside gym quick session and going out for look yea but not for all the way outdoor fully activity like they make it seem garmin the goat of that,"['Design Specifications', 'Software', 'Advertising']","[0.41341498494148254, 0.359892338514328, 0.22669267654418945]",Design Specifications,['battery'],0.41341498494148254
406,i ended the day with 69percent battery nice hahaha i see what you did there,"['Design Specifications', 'Software', 'Advertising']","[0.423242449760437, 0.3886070251464844, 0.1881505697965622]",Design Specifications,['battery'],0.423242449760437
407,battery life is pretty shit,"['Design Specifications', 'Advertising', 'Software']","[0.6271497011184692, 0.20955130457878113, 0.1632990539073944]",Design Specifications,['battery'],0.6271497011184692
408,lol i will stick with garmin 17 day of battery,"['Design Specifications', 'Software', 'Advertising']","[0.5200796127319336, 0.25564682483673096, 0.22427348792552948]",Design Specifications,['battery'],0.5200796127319336
409,69percent battery nice lmao,"['Design Specifications', 'Software', 'Advertising']","[0.5784303545951843, 0.234802708029747, 0.18676698207855225]",Design Specifications,['battery'],0.5784303545951843
410,i want the ultra to replace my series 7 because of the screen size and flatness and battery life and i do not do any of those other recreational activity,"['Design Specifications', 'Advertising', 'Software']","[0.411042720079422, 0.3110131025314331, 0.2779441177845001]",Design Specifications,['battery'],0.411042720079422
411,you can not pack all the pro feature to one device this size they did make all of them just enough it feel like but i still would get device made specifically for the thing i am doing rather than a watch with 10 000 different feature professional deep diver will not use the ultra since it cap out at 40m 130ft professional hiker could use it but a garmin watch for example a garmin fenix 7x sapphire solar that ha the necessary feature for hiking not a smart watch tho with 28 day of battery life the ultra matron people will definitely not choose a apple watch because of comfort garmin ha the forerunner series for that a an armature athlete i use a garmin forerunner 245 music while a professional friend of mine us a 945 music both with 10 day of battery life,"['Design Specifications', 'Software', 'Advertising']","[0.6979594826698303, 0.15570023655891418, 0.14634031057357788]",Design Specifications,['battery'],0.6979594826698303
