,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
124,Do not buy!,1.0,"“Refurbished” Items are supposed to work, screen came separated from the device, battery will last 3 hours on low power mode. Contacted seller and he was rude on top of the broken device. If you buy you will have to deal with attitude and defective items.","February 22, 2023",NEGATIVE,0.9988207221031189
125,Good,5.0,Did not know it was refurbished but works good,"March 29, 2022",POSITIVE,0.9992262125015259
126,Never wanted a Apple Watch till I got one.,5.0,Fast deliveryProduct in great shapeOverall very pleased,"March 26, 2022",POSITIVE,0.9992812275886536
127,quality,5.0,works like brand new,"April 22, 2022",POSITIVE,0.999705970287323
128,Fake,1.0,This watch is fake. does not charge and not compatible with apple app.,"April 12, 2023",NEGATIVE,0.9997135996818542
129,It’s an Apple Watch,5.0,Need I say more it’s an Apple Watch great functionality.,"March 10, 2022",POSITIVE,0.9991014003753662
130,Series 6 44MM,5.0,"I have owned both the 40 and 44mm Apple Watch now and I have to say, the 44mm is much easier to read and use than the 40mm.  I love this watch!","October 7, 2021",POSITIVE,0.9996833801269531
131,Didn’t work,1.0,Once I received be watch I charged it for almost 24 hours and it still won’t come on. I have tried everything to fix it through apple and still nothing!,"March 4, 2023",NEGATIVE,0.9989598989486694
132,Chances are your watch screen is full of scratches,1.0,"Bought an apple watch in October. The listing stated that the watch was in excellent condition . when the watch arrived I inspected it, everything seemed fine. then i noticed that the watch band was not from APPLE and had a screen proctor over it didnt think much of it at the time. recently, the screen started to get moisture under it so i decided to remove it only to find the actual screen full of scratches. JUST BUY NEW WATCH!!","December 9, 2022",NEGATIVE,0.993354082107544
133,Perfect product,5.0,"I received my product on time, perfect. Only the charging cable could be original, but it works perfectly.","December 31, 2021",POSITIVE,0.99982088804245
134,"Quick ship, proper packaging and product exactly as described",5.0,This package showed up a day earlier than I expected it.  I opened up the box and the watch does not look renewed - it is like new quality.  Will absolutely buy from this merchant again.,"June 17, 2021",POSITIVE,0.9897408485412598
135,Great watch. Thanks!,5.0,Like new !,"April 3, 2022",POSITIVE,0.9995917677879333
136,Everything in order,5.0,Arrives in tine and with no problems.The product is in perfect conditions,"January 21, 2022",POSITIVE,0.9994884729385376
137,Very nice watch,5.0,Let me know watch it came early I’m very happy to get you one,"January 13, 2022",POSITIVE,0.9998540878295898
138,As expected,5.0,Good,"April 8, 2022",POSITIVE,0.9998161196708679
139,Awesome buy,5.0,I love it,"March 22, 2022",POSITIVE,0.9998799562454224
140,Arrived cracked,1.0,"I was so excited to have an Apple Watch again, but the back sensor portion arrived cracked.Now I’m paying for shipping to return lol, awesome.Not sure how something can be sold and labeled as “excellent” condition if there’s a crack in it?Very disappointed.","January 24, 2023",NEGATIVE,0.9980350136756897
141,Works and looks like new,5.0,I have only had this renewed watch for one week but it has worked and looks as if it were brand new!,"October 5, 2021",POSITIVE,0.9977275729179382
142,Lesson learned,1.0,"Have owned dozens of Apple products, but this was the first I bought renewed/used. Watch arrived with a dead battery, was an ominous sign. When it was finally charged, I tried pairing with my phone, but the watchOS continually rebooted during the process, took me three hours to get it synced the first time. Throughout the day, the phone would reboot every five minutes. Went to Apple support and tried all their fixes—unpair/repair, hard reset, software update, Etc. nothing worked. Packed it up that night and sent it back the next day.","September 30, 2022",NEGATIVE,0.99944669008255
143,Broken screen and battery at 80%,1.0,Too much worn and.  And not exactly as per description. Better go for NEW,"March 14, 2023",NEGATIVE,0.9996984004974365
144,Good value,5.0,Works well. Great value … No issues! Ordered some watch bands off amazon and they worked well too.,"October 25, 2021",POSITIVE,0.9997484087944031
145,Still figuring it out but really like the reminders and notifications.,5.0,"Good value, I like being able to look at notifications without having to pull my phone every time.","September 1, 2021",POSITIVE,0.9998258948326111
146,Great Christmas gift.,5.0,My son was,"February 4, 2022",POSITIVE,0.988052248954773
147,Arrived earlier than expected!,5.0,"Perfect condition, even came nicely sealed and taped up in its original apple box. I appreciate it.","August 28, 2021",POSITIVE,0.9992129802703857
148,Product didn’t come in great condition,1.0,"I bought this as a gift expecting it to be in good condition, but the screen was coming apart from the rest of the watch. Plus the battery life isn’t as good as another refurbished watch I’ve bought. Will be returning, and they won’t pay for the return costs. Lol.","December 17, 2022",NEGATIVE,0.9902907013893127
149,Good product not perfect though 5/10,3.0,Swimming tracking was almost 50% off and I feel the weight lifting isn’t accurate based on effort and increasing weight levels.,"August 28, 2021",NEGATIVE,0.9997007846832275
150,Good purchase,5.0,"Watch arrived dirty, but other than that it works as expected","October 26, 2021",NEGATIVE,0.990402102470398
151,The actual watch I got.,1.0,The series 6 watch is amazing. The watch I actually got is not what I expected. The Renewed products are supposed to be in like new condition. The one I got was from the seller woot. It was clearly used and in fair condition. Had scratches on the screen and the body of the watch. It also came with a aftermarket band not the Apple band . I wish I would have bought a new one. I not going to try to return it because I bought it on a gift card and I don’t want to bother but don’t expect a open box or Apple refurb quality watch on this listing.,"June 16, 2022",NEGATIVE,0.994027853012085
152,"Turns on and Off, Doesn’t work",1.0,The watch is refurbished and it said that it would be in great condition. The watch doesn’t work. The watch randomly turns off and doesn’t turn back on. That battery life is horrible it dies when it gets to 60%. I am very disappointed and i wasted my money. Do not get this product. Thank you,"November 24, 2022",NEGATIVE,0.9991441965103149
153,Software glitch & scratches,1.0,"I received my watch with scratches on the uppermost part of the screen. I figured they weren’t that big of a deal, so I kept using it. The charger in the box didn’t work, and I had to use another charger just to charge it. Finally, after a week or two of use, it began glitching where it would zoom in and never zoom back out. I could no longer use the watch and decided to send it back. I don’t think I will be able to trust Amazon refurbished products anymore. I should have trusted the other reviews. DONT ORDER","June 17, 2022",NEGATIVE,0.9992555975914001
154,Less battery life,3.0,This is a refurbished watch with reduced battery life and some scratches,"September 14, 2021",NEGATIVE,0.9978228807449341
155,Great Watch,5.0,"I love the watch, could have been a bit cheaper though.","July 9, 2021",NEGATIVE,0.7348267436027527
156,Not excellent condition,1.0,Scratches on the dial and on the metal around the screen. HUGE deep scratch on the face that they attempted to fix with a cheap screen protector.,"December 25, 2022",NEGATIVE,0.9997093081474304
157,Screen not on correctly,1.0,The screen has a gap in between the top and bottom. The edge of the screen has sharp edges.,"January 13, 2023",NEGATIVE,0.6213033199310303
